caseID;taskID;originator;eventtype;timestamp;defectType;phoneType;numberRepairs;defectFixed;
246;Repair (Simple);SolverS2;start;07-01-1970 02:40:00;;;;;
246;Repair (Simple);SolverS2;complete;07-01-1970 02:51:00;;;;;
246;Test Repair;Tester5;start;07-01-1970 02:51:00;;;;;
246;Test Repair;Tester5;complete;07-01-1970 03:01:00;;;3;true;
246;Archive Repair;System;complete;07-01-1970 03:08:00;;;3;true;
247;Register;System;complete;07-01-1970 02:53:00;;;;;
247;Analyze Defect;Tester6;start;07-01-1970 02:53:00;;;;;
247;Analyze Defect;Tester6;complete;07-01-1970 02:59:00;7;T2;;;
247;Repair (Complex);SolverC3;start;07-01-1970 03:26:00;;;;;
247;Inform User;System;complete;07-01-1970 03:37:00;;;;;
247;Repair (Complex);SolverC3;complete;07-01-1970 04:10:00;;;;;
247;Test Repair;Tester3;start;07-01-1970 04:10:00;;;;;
247;Test Repair;Tester3;complete;07-01-1970 04:15:00;;;0;true;
247;Archive Repair;System;complete;07-01-1970 04:20:00;;;0;true;
248;Register;System;complete;06-01-1970 01:25:00;;;;;
248;Analyze Defect;Tester1;start;06-01-1970 01:25:00;;;;;
248;Analyze Defect;Tester1;complete;06-01-1970 01:30:00;4;T1;;;
248;Repair (Simple);SolverS3;start;06-01-1970 01:32:00;;;;;
248;Repair (Simple);SolverS3;complete;06-01-1970 01:44:00;;;;;
248;Test Repair;Tester4;start;06-01-1970 01:44:00;;;;;
248;Test Repair;Tester4;complete;06-01-1970 01:53:00;;;1;true;
248;Inform User;System;complete;06-01-1970 02:08:00;;;;;
248;Archive Repair;System;complete;06-01-1970 02:08:00;;;1;true;
249;Register;System;complete;06-01-1970 09:30:00;;;;;
249;Analyze Defect;Tester4;start;06-01-1970 09:30:00;;;;;
249;Analyze Defect;Tester4;complete;06-01-1970 09:39:00;8;T1;;;
249;Repair (Complex);SolverC1;start;06-01-1970 09:45:00;;;;;
249;Repair (Complex);SolverC1;complete;06-01-1970 09:56:00;;;;;
249;Test Repair;Tester2;start;06-01-1970 09:56:00;;;;;
249;Inform User;System;complete;06-01-1970 10:01:00;;;;;
249;Test Repair;Tester2;complete;06-01-1970 10:03:00;;;0;true;
249;Archive Repair;System;complete;06-01-1970 10:13:00;;;0;true;
25;Register;System;complete;02-01-1970 03:46:00;;;;;
25;Analyze Defect;Tester1;start;02-01-1970 03:46:00;;;;;
25;Analyze Defect;Tester1;complete;02-01-1970 03:52:00;7;T3;;;
25;Repair (Complex);SolverC2;start;02-01-1970 04:15:00;;;;;
25;Repair (Complex);SolverC2;complete;02-01-1970 04:33:00;;;;;
25;Test Repair;Tester3;start;02-01-1970 04:33:00;;;;;
25;Inform User;System;complete;02-01-1970 04:35:00;;;;;
25;Test Repair;Tester3;complete;02-01-1970 04:40:00;;;0;true;
25;Archive Repair;System;complete;02-01-1970 04:47:00;;;0;true;
250;Register;System;complete;07-01-1970 15:52:00;;;;;
250;Analyze Defect;Tester4;start;07-01-1970 15:52:00;;;;;
250;Analyze Defect;Tester4;complete;07-01-1970 16:02:00;8;T1;;;
250;Repair (Complex);SolverC1;start;07-01-1970 16:12:00;;;;;
250;Repair (Complex);SolverC1;complete;07-01-1970 16:28:00;;;;;
250;Test Repair;Tester6;start;07-01-1970 16:28:00;;;;;
250;Test Repair;Tester6;complete;07-01-1970 16:37:00;;;0;true;
250;Inform User;System;complete;07-01-1970 16:41:00;;;;;
250;Archive Repair;System;complete;07-01-1970 16:46:00;;;0;true;
251;Register;System;complete;07-01-1970 02:05:00;;;;;
251;Analyze Defect;Tester1;start;07-01-1970 02:05:00;;;;;
251;Analyze Defect;Tester1;complete;07-01-1970 02:15:00;3;T1;;;
251;Repair (Simple);SolverS1;start;07-01-1970 02:38:00;;;;;
251;Inform User;System;complete;07-01-1970 02:41:00;;;;;
251;Repair (Simple);SolverS1;complete;07-01-1970 02:44:00;;;;;
251;Test Repair;Tester1;start;07-01-1970 02:44:00;;;;;
251;Test Repair;Tester1;complete;07-01-1970 02:50:00;;;1;false;
251;Restart Repair;System;complete;07-01-1970 03:00:00;;;;;
251;Repair (Simple);SolverS3;start;07-01-1970 03:00:00;;;;;
251;Repair (Simple);SolverS3;complete;07-01-1970 03:11:00;;;;;
251;Test Repair;Tester4;start;07-01-1970 03:11:00;;;;;
251;Test Repair;Tester4;complete;07-01-1970 03:19:00;;;2;true;
251;Archive Repair;System;complete;07-01-1970 03:29:00;;;2;true;
252;Register;System;complete;07-01-1970 14:06:00;;;;;
252;Analyze Defect;Tester6;start;07-01-1970 14:06:00;;;;;
252;Analyze Defect;Tester6;complete;07-01-1970 14:11:00;6;T1;;;
252;Repair (Complex);SolverC1;start;07-01-1970 14:30:00;;;;;
252;Inform User;System;complete;07-01-1970 14:32:00;;;;;
252;Repair (Complex);SolverC1;complete;07-01-1970 14:45:00;;;;;
252;Test Repair;Tester4;start;07-01-1970 14:45:00;;;;;
252;Test Repair;Tester4;complete;07-01-1970 14:50:00;;;0;true;
252;Archive Repair;System;complete;07-01-1970 15:00:00;;;0;true;
253;Register;System;complete;06-01-1970 10:21:00;;;;;
253;Analyze Defect;Tester1;start;06-01-1970 10:21:00;;;;;
253;Analyze Defect;Tester1;complete;06-01-1970 10:27:00;1;T1;;;
253;Repair (Simple);SolverS1;start;06-01-1970 10:34:00;;;;;
253;Repair (Simple);SolverS1;complete;06-01-1970 10:39:00;;;;;
253;Test Repair;Tester2;start;06-01-1970 10:39:00;;;;;
253;Test Repair;Tester2;complete;06-01-1970 10:48:00;;;1;false;
253;Inform User;System;complete;06-01-1970 10:54:00;;;;;
253;Restart Repair;System;complete;06-01-1970 10:55:00;;;;;
253;Repair (Simple);SolverS2;start;06-01-1970 10:55:00;;;;;
253;Repair (Simple);SolverS2;complete;06-01-1970 11:00:00;;;;;
253;Test Repair;Tester2;start;06-01-1970 11:00:00;;;;;
253;Test Repair;Tester2;complete;06-01-1970 11:10:00;;;2;true;
253;Archive Repair;System;complete;06-01-1970 11:15:00;;;2;true;
254;Register;System;complete;07-01-1970 16:52:00;;;;;
254;Analyze Defect;Tester6;start;07-01-1970 16:52:00;;;;;
254;Analyze Defect;Tester6;complete;07-01-1970 17:02:00;5;T3;;;
254;Repair (Simple);SolverS1;start;07-01-1970 17:10:00;;;;;
254;Repair (Simple);SolverS1;complete;07-01-1970 17:15:00;;;;;
254;Test Repair;Tester2;start;07-01-1970 17:15:00;;;;;
254;Test Repair;Tester2;complete;07-01-1970 17:25:00;;;1;false;
254;Restart Repair;System;complete;07-01-1970 17:34:00;;;;;
254;Repair (Complex);SolverC3;start;07-01-1970 17:34:00;;;;;
254;Inform User;System;complete;07-01-1970 17:46:00;;;;;
254;Repair (Complex);SolverC3;complete;07-01-1970 18:23:00;;;;;
254;Test Repair;Tester5;start;07-01-1970 18:23:00;;;;;
254;Test Repair;Tester5;complete;07-01-1970 18:31:00;;;1;true;
254;Archive Repair;System;complete;07-01-1970 18:39:00;;;1;true;
255;Register;System;complete;07-01-1970 06:09:00;;;;;
255;Analyze Defect;Tester5;start;07-01-1970 06:09:00;;;;;
255;Analyze Defect;Tester5;complete;07-01-1970 06:15:00;7;T3;;;
255;Repair (Complex);SolverC1;start;07-01-1970 06:20:00;;;;;
255;Repair (Complex);SolverC1;complete;07-01-1970 06:34:00;;;;;
255;Test Repair;Tester2;start;07-01-1970 06:34:00;;;;;
255;Inform User;System;complete;07-01-1970 06:40:00;;;;;
255;Test Repair;Tester2;complete;07-01-1970 06:44:00;;;0;true;
255;Archive Repair;System;complete;07-01-1970 06:51:00;;;0;true;
256;Register;System;complete;06-01-1970 05:55:00;;;;;
256;Analyze Defect;Tester3;start;06-01-1970 05:55:00;;;;;
256;Analyze Defect;Tester3;complete;06-01-1970 06:00:00;1;T3;;;
256;Repair (Simple);SolverS3;start;06-01-1970 06:24:00;;;;;
256;Inform User;System;complete;06-01-1970 06:36:00;;;;;
256;Repair (Simple);SolverS3;complete;06-01-1970 06:37:00;;;;;
256;Test Repair;Tester6;start;06-01-1970 06:37:00;;;;;
256;Test Repair;Tester6;complete;06-01-1970 06:42:00;;;1;true;
256;Archive Repair;System;complete;06-01-1970 06:49:00;;;1;true;
257;Register;System;complete;07-01-1970 10:50:00;;;;;
257;Analyze Defect;Tester6;start;07-01-1970 10:50:00;;;;;
257;Analyze Defect;Tester6;complete;07-01-1970 10:59:00;9;T1;;;
257;Repair (Complex);SolverC2;start;07-01-1970 11:22:00;;;;;
257;Inform User;System;complete;07-01-1970 11:26:00;;;;;
257;Repair (Complex);SolverC2;complete;07-01-1970 11:34:00;;;;;
257;Test Repair;Tester5;start;07-01-1970 11:34:00;;;;;
257;Test Repair;Tester5;complete;07-01-1970 11:43:00;;;0;false;
257;Restart Repair;System;complete;07-01-1970 11:53:00;;;;;
257;Repair (Complex);SolverC1;start;07-01-1970 11:53:00;;;;;
257;Repair (Complex);SolverC1;complete;07-01-1970 12:05:00;;;;;
257;Test Repair;Tester3;start;07-01-1970 12:05:00;;;;;
257;Test Repair;Tester3;complete;07-01-1970 12:12:00;;;0;true;
257;Archive Repair;System;complete;07-01-1970 12:18:00;;;0;true;
258;Register;System;complete;07-01-1970 06:21:00;;;;;
258;Analyze Defect;Tester3;start;07-01-1970 06:21:00;;;;;
258;Analyze Defect;Tester3;complete;07-01-1970 06:29:00;9;T2;;;
258;Repair (Complex);SolverC1;start;07-01-1970 06:40:00;;;;;
258;Repair (Complex);SolverC1;complete;07-01-1970 06:53:00;;;;;
258;Test Repair;Tester3;start;07-01-1970 06:53:00;;;;;
258;Test Repair;Tester3;complete;07-01-1970 07:02:00;;;0;true;
258;Inform User;System;complete;07-01-1970 07:14:00;;;;;
258;Archive Repair;System;complete;07-01-1970 07:14:00;;;0;true;
259;Register;System;complete;06-01-1970 14:33:00;;;;;
259;Analyze Defect;Tester5;start;06-01-1970 14:33:00;;;;;
259;Analyze Defect;Tester5;complete;06-01-1970 14:39:00;3;T1;;;
259;Repair (Simple);SolverS3;start;06-01-1970 15:06:00;;;;;
259;Inform User;System;complete;06-01-1970 15:16:00;;;;;
259;Repair (Simple);SolverS3;complete;06-01-1970 15:23:00;;;;;
259;Test Repair;Tester6;start;06-01-1970 15:23:00;;;;;
259;Test Repair;Tester6;complete;06-01-1970 15:28:00;;;1;true;
259;Archive Repair;System;complete;06-01-1970 15:35:00;;;1;true;
26;Register;System;complete;01-01-1970 13:35:00;;;;;
26;Analyze Defect;Tester1;start;01-01-1970 13:35:00;;;;;
26;Analyze Defect;Tester1;complete;01-01-1970 13:44:00;8;T2;;;
26;Repair (Complex);SolverC1;start;01-01-1970 14:14:00;;;;;
26;Inform User;System;complete;01-01-1970 14:22:00;;;;;
26;Repair (Complex);SolverC1;complete;01-01-1970 14:30:00;;;;;
26;Test Repair;Tester2;start;01-01-1970 14:30:00;;;;;
26;Test Repair;Tester2;complete;01-01-1970 14:38:00;;;0;true;
26;Archive Repair;System;complete;01-01-1970 14:48:00;;;0;true;
260;Register;System;complete;07-01-1970 07:55:00;;;;;
260;Analyze Defect;Tester6;start;07-01-1970 07:55:00;;;;;
260;Analyze Defect;Tester6;complete;07-01-1970 08:02:00;9;T2;;;
260;Repair (Complex);SolverC3;start;07-01-1970 08:17:00;;;;;
260;Inform User;System;complete;07-01-1970 08:48:00;;;;;
260;Repair (Complex);SolverC3;complete;07-01-1970 09:05:00;;;;;
260;Test Repair;Tester5;start;07-01-1970 09:05:00;;;;;
260;Test Repair;Tester5;complete;07-01-1970 09:13:00;;;0;true;
260;Archive Repair;System;complete;07-01-1970 09:23:00;;;0;true;
261;Register;System;complete;07-01-1970 07:31:00;;;;;
261;Analyze Defect;Tester3;start;07-01-1970 07:31:00;;;;;
261;Analyze Defect;Tester3;complete;07-01-1970 07:39:00;3;T3;;;
261;Repair (Simple);SolverS2;start;07-01-1970 07:48:00;;;;;
261;Repair (Simple);SolverS2;complete;07-01-1970 07:54:00;;;;;
261;Test Repair;Tester2;start;07-01-1970 07:54:00;;;;;
261;Test Repair;Tester2;complete;07-01-1970 08:01:00;;;1;true;
261;Inform User;System;complete;07-01-1970 08:11:00;;;;;
261;Archive Repair;System;complete;07-01-1970 08:11:00;;;1;true;
262;Register;System;complete;06-01-1970 20:28:00;;;;;
262;Analyze Defect;Tester1;start;06-01-1970 20:28:00;;;;;
262;Analyze Defect;Tester1;complete;06-01-1970 20:37:00;9;T1;;;
262;Repair (Complex);SolverC1;start;06-01-1970 20:44:00;;;;;
262;Repair (Complex);SolverC1;complete;06-01-1970 20:59:00;;;;;
262;Test Repair;Tester6;start;06-01-1970 20:59:00;;;;;
262;Inform User;System;complete;06-01-1970 21:04:00;;;;;
262;Test Repair;Tester6;complete;06-01-1970 21:06:00;;;0;true;
262;Archive Repair;System;complete;06-01-1970 21:13:00;;;0;true;
263;Register;System;complete;07-01-1970 16:02:00;;;;;
263;Analyze Defect;Tester6;start;07-01-1970 16:02:00;;;;;
263;Analyze Defect;Tester6;complete;07-01-1970 16:12:00;4;T3;;;
263;Repair (Simple);SolverS2;start;07-01-1970 16:25:00;;;;;
263;Repair (Simple);SolverS2;complete;07-01-1970 16:40:00;;;;;
263;Test Repair;Tester6;start;07-01-1970 16:40:00;;;;;
263;Test Repair;Tester6;complete;07-01-1970 16:45:00;;;1;false;
263;Inform User;System;complete;07-01-1970 16:48:00;;;;;
263;Restart Repair;System;complete;07-01-1970 16:53:00;;;;;
263;Repair (Simple);SolverS2;start;07-01-1970 16:53:00;;;;;
263;Repair (Simple);SolverS2;complete;07-01-1970 16:58:00;;;;;
263;Test Repair;Tester4;start;07-01-1970 16:58:00;;;;;
263;Test Repair;Tester4;complete;07-01-1970 17:04:00;;;2;false;
263;Restart Repair;System;complete;07-01-1970 17:09:00;;;;;
263;Repair (Simple);SolverS2;start;07-01-1970 17:09:00;;;;;
263;Repair (Simple);SolverS2;complete;07-01-1970 17:21:00;;;;;
263;Test Repair;Tester6;start;07-01-1970 17:21:00;;;;;
263;Test Repair;Tester6;complete;07-01-1970 17:26:00;;;3;false;
263;Archive Repair;System;complete;07-01-1970 17:33:00;;;3;false;
264;Register;System;complete;07-01-1970 17:20:00;;;;;
264;Analyze Defect;Tester4;start;07-01-1970 17:20:00;;;;;
264;Analyze Defect;Tester4;complete;07-01-1970 17:30:00;8;T1;;;
264;Inform User;System;complete;07-01-1970 17:47:00;;;;;
264;Repair (Complex);SolverC2;start;07-01-1970 17:53:00;;;;;
264;Repair (Complex);SolverC2;complete;07-01-1970 18:05:00;;;;;
264;Test Repair;Tester4;start;07-01-1970 18:05:00;;;;;
264;Test Repair;Tester4;complete;07-01-1970 18:14:00;;;0;true;
264;Archive Repair;System;complete;07-01-1970 18:23:00;;;0;true;
265;Register;System;complete;07-01-1970 13:14:00;;;;;
265;Analyze Defect;Tester1;start;07-01-1970 13:14:00;;;;;
265;Analyze Defect;Tester1;complete;07-01-1970 13:20:00;4;T1;;;
265;Repair (Simple);SolverS1;start;07-01-1970 13:24:00;;;;;
265;Repair (Simple);SolverS1;complete;07-01-1970 13:29:00;;;;;
265;Test Repair;Tester5;start;07-01-1970 13:29:00;;;;;
265;Test Repair;Tester5;complete;07-01-1970 13:35:00;;;1;false;
265;Restart Repair;System;complete;07-01-1970 13:42:00;;;;;
265;Repair (Simple);SolverS2;start;07-01-1970 13:42:00;;;;;
265;Inform User;System;complete;07-01-1970 13:45:00;;;;;
265;Repair (Simple);SolverS2;complete;07-01-1970 13:57:00;;;;;
265;Test Repair;Tester4;start;07-01-1970 13:57:00;;;;;
265;Test Repair;Tester4;complete;07-01-1970 14:05:00;;;2;false;
265;Restart Repair;System;complete;07-01-1970 14:12:00;;;;;
265;Repair (Simple);SolverS1;start;07-01-1970 14:12:00;;;;;
265;Repair (Simple);SolverS1;complete;07-01-1970 14:17:00;;;;;
265;Test Repair;Tester2;start;07-01-1970 14:17:00;;;;;
265;Test Repair;Tester2;complete;07-01-1970 14:23:00;;;3;false;
265;Archive Repair;System;complete;07-01-1970 14:29:00;;;3;false;
266;Register;System;complete;07-01-1970 12:17:00;;;;;
266;Analyze Defect;Tester4;start;07-01-1970 12:17:00;;;;;
266;Analyze Defect;Tester4;complete;07-01-1970 12:27:00;6;T2;;;
266;Repair (Simple);SolverS3;start;07-01-1970 12:44:00;;;;;
266;Inform User;System;complete;07-01-1970 12:52:00;;;;;
266;Repair (Simple);SolverS3;complete;07-01-1970 12:59:00;;;;;
266;Test Repair;Tester5;start;07-01-1970 12:59:00;;;;;
266;Test Repair;Tester5;complete;07-01-1970 13:09:00;;;1;true;
266;Archive Repair;System;complete;07-01-1970 13:18:00;;;1;true;
267;Register;System;complete;06-01-1970 11:24:00;;;;;
267;Analyze Defect;Tester1;start;06-01-1970 11:24:00;;;;;
267;Analyze Defect;Tester1;complete;06-01-1970 11:33:00;7;T2;;;
267;Repair (Complex);SolverC2;start;06-01-1970 11:45:00;;;;;
267;Repair (Complex);SolverC2;complete;06-01-1970 11:56:00;;;;;
267;Test Repair;Tester2;start;06-01-1970 11:56:00;;;;;
267;Inform User;System;complete;06-01-1970 11:56:00;;;;;
267;Test Repair;Tester2;complete;06-01-1970 12:01:00;;;0;true;
267;Archive Repair;System;complete;06-01-1970 12:08:00;;;0;true;
268;Register;System;complete;07-01-1970 04:58:00;;;;;
268;Analyze Defect;Tester1;start;07-01-1970 04:58:00;;;;;
268;Analyze Defect;Tester1;complete;07-01-1970 05:03:00;7;T1;;;
268;Repair (Complex);SolverC3;start;07-01-1970 05:33:00;;;;;
268;Inform User;System;complete;07-01-1970 05:52:00;;;;;
268;Repair (Complex);SolverC3;complete;07-01-1970 06:21:00;;;;;
268;Test Repair;Tester5;start;07-01-1970 06:21:00;;;;;
268;Test Repair;Tester5;complete;07-01-1970 06:29:00;;;0;true;
268;Archive Repair;System;complete;07-01-1970 06:39:00;;;0;true;
269;Register;System;complete;07-01-1970 23:20:00;;;;;
269;Analyze Defect;Tester5;start;07-01-1970 23:20:00;;;;;
269;Analyze Defect;Tester5;complete;07-01-1970 23:27:00;8;T3;;;
269;Inform User;System;complete;07-01-1970 23:50:00;;;;;
269;Repair (Complex);SolverC2;start;07-01-1970 23:52:00;;;;;
269;Repair (Complex);SolverC2;complete;08-01-1970 00:08:00;;;;;
269;Test Repair;Tester2;start;08-01-1970 00:08:00;;;;;
269;Test Repair;Tester2;complete;08-01-1970 00:16:00;;;0;true;
269;Archive Repair;System;complete;08-01-1970 00:21:00;;;0;true;
27;Register;System;complete;02-01-1970 18:56:00;;;;;
27;Analyze Defect;Tester5;start;02-01-1970 18:56:00;;;;;
27;Analyze Defect;Tester5;complete;02-01-1970 19:02:00;1;T3;;;
27;Repair (Simple);SolverS3;start;02-01-1970 19:16:00;;;;;
27;Repair (Simple);SolverS3;complete;02-01-1970 19:30:00;;;;;
27;Test Repair;Tester4;start;02-01-1970 19:30:00;;;;;
27;Inform User;System;complete;02-01-1970 19:36:00;;;;;
27;Test Repair;Tester4;complete;02-01-1970 19:36:00;;;1;true;
27;Archive Repair;System;complete;02-01-1970 19:42:00;;;1;true;
270;Register;System;complete;07-01-1970 12:35:00;;;;;
270;Analyze Defect;Tester6;start;07-01-1970 12:35:00;;;;;
270;Analyze Defect;Tester6;complete;07-01-1970 12:42:00;4;T1;;;
270;Repair (Simple);SolverS1;start;07-01-1970 12:54:00;;;;;
270;Repair (Simple);SolverS1;complete;07-01-1970 12:59:00;;;;;
270;Test Repair;Tester3;start;07-01-1970 12:59:00;;;;;
270;Test Repair;Tester3;complete;07-01-1970 13:07:00;;;1;false;
270;Restart Repair;System;complete;07-01-1970 13:17:00;;;;;
270;Repair (Simple);SolverS2;start;07-01-1970 13:17:00;;;;;
270;Inform User;System;complete;07-01-1970 13:23:00;;;;;
270;Repair (Simple);SolverS2;complete;07-01-1970 13:27:00;;;;;
270;Test Repair;Tester1;start;07-01-1970 13:27:00;;;;;
270;Test Repair;Tester1;complete;07-01-1970 13:35:00;;;2;true;
270;Archive Repair;System;complete;07-01-1970 13:40:00;;;2;true;
271;Register;System;complete;06-01-1970 22:34:00;;;;;
271;Analyze Defect;Tester5;start;06-01-1970 22:34:00;;;;;
271;Analyze Defect;Tester5;complete;06-01-1970 22:42:00;4;T3;;;
271;Repair (Simple);SolverS1;start;06-01-1970 22:46:00;;;;;
271;Repair (Simple);SolverS1;complete;06-01-1970 22:52:00;;;;;
271;Test Repair;Tester5;start;06-01-1970 22:52:00;;;;;
271;Test Repair;Tester5;complete;06-01-1970 22:57:00;;;1;false;
271;Restart Repair;System;complete;06-01-1970 23:07:00;;;;;
271;Repair (Simple);SolverS3;start;06-01-1970 23:07:00;;;;;
271;Repair (Simple);SolverS3;complete;06-01-1970 23:17:00;;;;;
271;Test Repair;Tester1;start;06-01-1970 23:17:00;;;;;
271;Test Repair;Tester1;complete;06-01-1970 23:22:00;;;2;true;
271;Inform User;System;complete;06-01-1970 23:30:00;;;;;
271;Archive Repair;System;complete;06-01-1970 23:32:00;;;2;true;
272;Register;System;complete;08-01-1970 00:02:00;;;;;
272;Analyze Defect;Tester3;start;08-01-1970 00:02:00;;;;;
272;Analyze Defect;Tester3;complete;08-01-1970 00:08:00;9;T2;;;
272;Repair (Complex);SolverC2;start;08-01-1970 00:15:00;;;;;
272;Repair (Complex);SolverC2;complete;08-01-1970 00:27:00;;;;;
272;Test Repair;Tester4;start;08-01-1970 00:27:00;;;;;
272;Test Repair;Tester4;complete;08-01-1970 00:35:00;;;0;false;
272;Restart Repair;System;complete;08-01-1970 00:40:00;;;;;
272;Repair (Complex);SolverC2;start;08-01-1970 00:40:00;;;;;
272;Inform User;System;complete;08-01-1970 00:41:00;;;;;
272;Repair (Complex);SolverC2;complete;08-01-1970 00:53:00;;;;;
272;Test Repair;Tester1;start;08-01-1970 00:53:00;;;;;
272;Test Repair;Tester1;complete;08-01-1970 00:59:00;;;0;true;
272;Archive Repair;System;complete;08-01-1970 01:09:00;;;0;true;
273;Register;System;complete;06-01-1970 17:26:00;;;;;
273;Analyze Defect;Tester3;start;06-01-1970 17:26:00;;;;;
273;Analyze Defect;Tester3;complete;06-01-1970 17:34:00;7;T3;;;
273;Repair (Complex);SolverC1;start;06-01-1970 17:54:00;;;;;
273;Repair (Complex);SolverC1;complete;06-01-1970 18:13:00;;;;;
273;Test Repair;Tester4;start;06-01-1970 18:13:00;;;;;
273;Inform User;System;complete;06-01-1970 18:18:00;;;;;
273;Test Repair;Tester4;complete;06-01-1970 18:22:00;;;0;true;
273;Archive Repair;System;complete;06-01-1970 18:29:00;;;0;true;
274;Register;System;complete;07-01-1970 19:46:00;;;;;
274;Analyze Defect;Tester5;start;07-01-1970 19:46:00;;;;;
274;Analyze Defect;Tester5;complete;07-01-1970 19:56:00;4;T3;;;
274;Repair (Simple);SolverS2;start;07-01-1970 20:16:00;;;;;
274;Repair (Simple);SolverS2;complete;07-01-1970 20:28:00;;;;;
274;Test Repair;Tester2;start;07-01-1970 20:28:00;;;;;
274;Test Repair;Tester2;complete;07-01-1970 20:34:00;;;1;true;
274;Inform User;System;complete;07-01-1970 20:36:00;;;;;
274;Archive Repair;System;complete;07-01-1970 20:44:00;;;1;true;
275;Register;System;complete;07-01-1970 18:18:00;;;;;
275;Analyze Defect;Tester2;start;07-01-1970 18:18:00;;;;;
275;Analyze Defect;Tester2;complete;07-01-1970 18:23:00;6;T2;;;
275;Repair (Complex);SolverC3;start;07-01-1970 18:39:00;;;;;
275;Inform User;System;complete;07-01-1970 18:43:00;;;;;
275;Repair (Complex);SolverC3;complete;07-01-1970 19:21:00;;;;;
275;Test Repair;Tester2;start;07-01-1970 19:21:00;;;;;
275;Test Repair;Tester2;complete;07-01-1970 19:26:00;;;0;true;
275;Archive Repair;System;complete;07-01-1970 19:33:00;;;0;true;
276;Register;System;complete;06-01-1970 18:18:00;;;;;
276;Analyze Defect;Tester2;start;06-01-1970 18:18:00;;;;;
276;Analyze Defect;Tester2;complete;06-01-1970 18:28:00;6;T2;;;
276;Repair (Complex);SolverC3;start;06-01-1970 18:56:00;;;;;
276;Inform User;System;complete;06-01-1970 19:11:00;;;;;
276;Repair (Complex);SolverC3;complete;06-01-1970 19:38:00;;;;;
276;Test Repair;Tester5;start;06-01-1970 19:38:00;;;;;
276;Test Repair;Tester5;complete;06-01-1970 19:44:00;;;0;true;
276;Archive Repair;System;complete;06-01-1970 19:52:00;;;0;true;
277;Register;System;complete;08-01-1970 05:44:00;;;;;
277;Analyze Defect;Tester1;start;08-01-1970 05:44:00;;;;;
277;Analyze Defect;Tester1;complete;08-01-1970 05:50:00;8;T1;;;
277;Repair (Complex);SolverC3;start;08-01-1970 05:58:00;;;;;
277;Inform User;System;complete;08-01-1970 06:18:00;;;;;
277;Repair (Complex);SolverC3;complete;08-01-1970 06:47:00;;;;;
277;Test Repair;Tester5;start;08-01-1970 06:47:00;;;;;
277;Test Repair;Tester5;complete;08-01-1970 06:54:00;;;0;true;
277;Archive Repair;System;complete;08-01-1970 07:04:00;;;0;true;
278;Register;System;complete;07-01-1970 07:10:00;;;;;
278;Analyze Defect;Tester2;start;07-01-1970 07:10:00;;;;;
278;Analyze Defect;Tester2;complete;07-01-1970 07:16:00;3;T2;;;
278;Repair (Simple);SolverS3;start;07-01-1970 07:25:00;;;;;
278;Repair (Simple);SolverS3;complete;07-01-1970 07:44:00;;;;;
278;Test Repair;Tester5;start;07-01-1970 07:44:00;;;;;
278;Inform User;System;complete;07-01-1970 07:52:00;;;;;
278;Test Repair;Tester5;complete;07-01-1970 07:54:00;;;1;true;
278;Archive Repair;System;complete;07-01-1970 07:59:00;;;1;true;
279;Register;System;complete;07-01-1970 08:52:00;;;;;
279;Analyze Defect;Tester6;start;07-01-1970 08:52:00;;;;;
279;Analyze Defect;Tester6;complete;07-01-1970 08:59:00;4;T1;;;
279;Inform User;System;complete;07-01-1970 09:16:00;;;;;
279;Repair (Simple);SolverS2;start;07-01-1970 09:17:00;;;;;
279;Repair (Simple);SolverS2;complete;07-01-1970 09:32:00;;;;;
279;Test Repair;Tester4;start;07-01-1970 09:32:00;;;;;
279;Test Repair;Tester4;complete;07-01-1970 09:37:00;;;1;true;
279;Archive Repair;System;complete;07-01-1970 09:47:00;;;1;true;
28;Register;System;complete;02-01-1970 08:00:00;;;;;
28;Analyze Defect;Tester4;start;02-01-1970 08:00:00;;;;;
28;Analyze Defect;Tester4;complete;02-01-1970 08:08:00;7;T1;;;
28;Inform User;System;complete;02-01-1970 08:25:00;;;;;
28;Repair (Complex);SolverC3;start;02-01-1970 08:28:00;;;;;
28;Repair (Complex);SolverC3;complete;02-01-1970 09:09:00;;;;;
28;Test Repair;Tester5;start;02-01-1970 09:09:00;;;;;
28;Test Repair;Tester5;complete;02-01-1970 09:19:00;;;0;true;
28;Archive Repair;System;complete;02-01-1970 09:29:00;;;0;true;
280;Register;System;complete;07-01-1970 03:28:00;;;;;
280;Analyze Defect;Tester5;start;07-01-1970 03:28:00;;;;;
280;Analyze Defect;Tester5;complete;07-01-1970 03:33:00;5;T1;;;
280;Repair (Simple);SolverS1;start;07-01-1970 03:35:00;;;;;
280;Repair (Simple);SolverS1;complete;07-01-1970 03:40:00;;;;;
280;Test Repair;Tester3;start;07-01-1970 03:40:00;;;;;
280;Test Repair;Tester3;complete;07-01-1970 03:46:00;;;1;false;
280;Restart Repair;System;complete;07-01-1970 03:54:00;;;;;
280;Repair (Simple);SolverS3;start;07-01-1970 03:54:00;;;;;
280;Repair (Simple);SolverS3;complete;07-01-1970 04:05:00;;;;;
280;Test Repair;Tester5;start;07-01-1970 04:05:00;;;;;
280;Test Repair;Tester5;complete;07-01-1970 04:12:00;;;2;true;
280;Inform User;System;complete;07-01-1970 04:15:00;;;;;
